selling_price,year,km_driven,mileage,engine,max_power,make,model,transmission_type,seats_coupe,seats_family,seats_large,fuel_cng,fuel_diesel,fuel_electric,fuel_lpg,fuel_petrol,seller_dealer,seller_individual,seller_trustmark dealer
16.0,2017.0,50000,11.36,2755.0,171.5,Toyota,Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,0,0,0,1,0,1,0,0,0,1,0,0
2.25,2009.0,65000,12.9,1799.0,130.0,Honda,Civic 1.8 V AT,0,0,1,0,0,0,0,0,1,1,0,0
5.25,2017.0,61000,21.4,1197.0,83.1,Maruti,Baleno Delta 1.2,1,0,1,0,0,0,0,0,1,1,0,0
10.45,2017.0,110000,19.67,1582.0,126.2,Hyundai,Creta 1.6 CRDi SX Option,1,0,1,0,0,1,0,0,0,0,1,0
5.15,2014.0,72000,21.66,1498.0,103.52,Skoda,Rapid 1.5 TDI AT Ambition With Alloy Wheel,0,0,1,0,0,1,0,0,0,1,0,0
3.85,2014.0,72000,21.79,1248.0,88.73,Maruti,SX4 VDI,1,0,1,0,0,1,0,0,0,1,0,0
9.5,2019.0,15000,16.55,2498.0,105.0,Mahindra,Thar CRDe ABS,1,0,1,0,0,1,0,0,0,0,1,0
5.75,2013.0,61845,15.1,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,1,0,0
7.95,2018.0,37000,24.3,1248.0,88.5,Maruti,Vitara Brezza VDi AMT,0,0,1,0,0,1,0,0,0,1,0,0
5.5,2008.0,70000,16.73,2495.0,218.0,BMW,5 Series 525d Sedan,0,0,1,0,0,1,0,0,0,0,1,0
2.25,2010.0,106451,16.47,1198.0,73.9,Volkswagen,Polo Petrol Trendline 1.2L,1,0,1,0,0,0,0,0,1,1,0,0
17.4,2018.0,46000,13.68,2393.0,147.8,Toyota,Innova Crysta 2016-2020 2.4 VX MT BSIV,1,0,1,0,0,1,0,0,0,1,0,0
26.9,2019.0,18000,17.9,2143.0,134.1,Mercedes-Benz,CLA Urban Sport 200d,0,0,1,0,0,1,0,0,0,1,0,0
1.55,2012.0,70000,23.08,1461.0,63.1,Nissan,Micra Diesel XV,1,0,1,0,0,1,0,0,0,0,1,0
5.15,2013.0,56000,16.55,2498.0,105.0,Mahindra,Thar 4X4,1,0,1,0,0,1,0,0,0,1,0,0
14.9,2020.0,1000,15.81,1451.0,141.0,MG,Hector Hybrid Super MT,1,0,1,0,0,0,0,0,1,1,0,0
3.5,2017.0,36954,26.6,998.0,58.16,Maruti,Wagon R LXI CNG,1,0,1,0,1,0,0,0,0,1,0,0
6.75,2018.0,21000,21.4,1197.0,83.1,Maruti,Baleno Zeta 1.2,1,0,1,0,0,0,0,0,1,1,0,0
15.49,2015.0,62000,17.11,1968.0,174.33,Audi,A4 35 TDI Technology Edition,0,0,1,0,0,1,0,0,0,1,0,0
3.15,2011.0,54000,17.6,1496.0,88.73,Toyota,Etios G,1,0,1,0,0,0,0,0,1,1,0,0
6.25,2018.0,24132,20.35,1197.0,81.86,Hyundai,i20 Sportz,1,0,1,0,0,0,0,0,1,1,0,0
4.25,2015.0,79000,19.3,1248.0,73.9,Maruti,Swift Dzire VDi,1,0,1,0,0,1,0,0,0,1,0,0
5.75,2015.0,66000,26.0,1498.0,98.6,Honda,City i DTEC V,1,0,1,0,0,1,0,0,0,1,0,0
4.7,2017.0,50021,18.9,1197.0,82.0,Hyundai,Grand i10 Sportz,1,0,1,0,0,0,0,0,1,1,0,0
17.9,2014.0,40000,13.0,2143.0,201.1,Mercedes-Benz,E-Class E250 CDI Avantgrade,0,0,1,0,0,1,0,0,0,1,0,0
2.65,2013.0,36900,21.79,998.0,67.05,Maruti,Wagon R LXI,1,0,1,0,0,0,0,0,1,1,0,0
14.5,2013.0,48000,17.84,1395.0,147.51,Audi,A4 30 TFSI Technology,0,0,1,0,0,0,0,0,1,1,0,0
3.95,2013.0,55000,22.7,1498.0,89.84,Ford,Ecosport 1.5 DV5 MT Trend,1,0,1,0,0,1,0,0,0,1,0,0
10.5,2012.0,55000,13.0,2982.0,168.7,Toyota,Fortuner 4x2 MT TRD Sportivo,1,0,1,0,0,1,0,0,0,1,0,0
6.0,2017.0,50740,18.6,1197.0,81.83,Hyundai,i20 1.2 Asta,1,0,1,0,0,0,0,0,1,0,0,1
8.75,2018.0,70000,21.38,1396.0,88.7,Hyundai,Creta 1.4 CRDi S,1,0,1,0,0,1,0,0,0,0,1,0
8.9,2018.0,27700,17.0,1198.0,108.5,Tata,Nexon 1.2 Revotron XZA Plus,0,0,1,0,0,0,0,0,1,1,0,0
6.25,2014.0,42000,25.1,1498.0,98.6,Honda,City i DTEC VX,1,0,1,0,0,1,0,0,0,1,0,0
42.7,2017.0,9000,19.2,1968.0,187.74,Audi,A5 Sportback,0,0,1,0,0,1,0,0,0,1,0,0
5.5,2019.0,2565,20.3,1086.0,68.07,Hyundai,Santro Sportz AMT,0,0,1,0,0,0,0,0,1,0,0,1
3.1,2009.0,83546,13.7,1798.0,157.75,Skoda,Superb Elegance 1.8 TSI AT,0,0,1,0,0,0,0,0,1,1,0,0
7.35,2017.0,59000,21.72,1498.0,108.6,Skoda,Rapid 1.5 TDI AT Ambition BSIV,0,0,1,0,0,1,0,0,0,1,0,0
9.8,2016.0,54400,13.0,1591.0,121.3,Hyundai,Creta 1.6 VTVT AT SX Plus,0,0,1,0,0,0,0,0,1,0,0,1
4.5,2014.0,70000,12.05,2179.0,120.0,Mahindra,Scorpio LX,1,0,0,1,0,1,0,0,0,0,1,0
4.65,2016.0,52490,19.0,1197.0,85.8,Maruti,Swift Dzire Tour S CNG,1,0,1,0,0,0,0,0,1,1,0,0
7.11,2017.0,48000,28.09,1248.0,88.5,Maruti,Ciaz VDi Plus SHVS,1,0,1,0,0,1,0,0,0,1,0,0
7.5,2018.0,24000,17.0,1198.0,108.5,Tata,Nexon 1.2 Revotron XZ,1,0,1,0,0,0,0,0,1,1,0,0
6.5,2019.0,9000,21.4,1197.0,83.1,Maruti,Baleno Delta Automatic,0,0,1,0,0,0,0,0,1,0,1,0
5.7,2015.0,46000,22.7,1498.0,89.84,Ford,Ecosport 1.5 DV5 MT Titanium Optional,1,0,1,0,0,1,0,0,0,1,0,0
3.65,2013.0,78000,25.8,1498.0,98.6,Honda,Amaze SX i-DTEC,1,0,1,0,0,1,0,0,0,1,0,0
4.55,2014.0,70467,23.59,1364.0,67.04,Toyota,Etios GD,1,0,1,0,0,1,0,0,0,1,0,0
9.49,2019.0,19925,23.0,1498.0,98.96,Ford,Ecosport 2015-2021 1.5 Diesel Titanium BSIV,1,0,1,0,0,1,0,0,0,0,1,0
16.5,2016.0,4400,13.01,2199.0,194.3,Hyundai,Santa Fe 4WD AT,0,0,1,0,0,1,0,0,0,1,0,0
3.5,2015.0,55000,22.95,1248.0,74.0,Tata,Bolt Quadrajet XMS,1,0,1,0,0,1,0,0,0,1,0,0
36.0,2016.0,35000,17.9,2143.0,167.6,Mercedes-Benz,GL-Class Progressive 220d,0,0,1,0,0,1,0,0,0,1,0,0
3.3,2015.0,150000,26.59,1248.0,74.0,Maruti,Swift Dzire LDI,1,0,1,0,0,1,0,0,0,0,1,0
15.9,2014.0,90000,15.73,1968.0,174.33,Audi,Q3 2.0 TDI Quattro Premium Plus,0,0,1,0,0,1,0,0,0,1,0,0
3.75,2010.0,36000,14.8,1799.0,130.2,Honda,Civic 1.8 S MT,1,0,1,0,0,0,0,0,1,1,0,0
51.0,2016.0,33000,9.43,1999.0,237.4,Jaguar,XJ 2.0L Portfolio,0,0,1,0,0,0,0,0,1,1,0,0
4.1,2018.0,7000,20.51,998.0,67.06,Maruti,Wagon R VXI with ABS,1,0,1,0,0,0,0,0,1,1,0,0
9.7,2016.0,79000,17.01,1582.0,126.2,Hyundai,Creta 1.6 CRDi AT SX Plus,0,0,1,0,0,1,0,0,0,1,0,0
9.0,2019.0,5298,19.34,1462.0,103.0,Maruti,Ertiga ZXI Petrol,1,0,1,0,0,0,0,0,1,0,0,1
2.83,2015.0,128000,26.6,998.0,58.16,Maruti,Wagon R LXI CNG,1,0,1,0,1,0,0,0,0,0,1,0
3.25,2012.0,60000,18.3,1496.0,5.0,Toyota,Etios Liva Petrol TRD Sportivo,1,0,1,0,0,0,0,0,1,1,0,0
5.75,2012.0,85000,12.8,2494.0,102.0,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,1,0,1,0,0,1,0,0,0,1,0,0
4.65,2019.0,40000,30.47,998.0,58.33,Maruti,Celerio VXI CNG Optional,1,0,1,0,1,0,0,0,0,1,0,0
4.5,2012.0,55584,15.6,1497.0,116.3,Honda,City V AT,0,0,1,0,0,0,0,0,1,1,0,0
2.5,2013.0,37200,19.81,1086.0,68.05,Hyundai,i10 Era,1,0,1,0,0,0,0,0,1,1,0,0
4.25,2014.0,62000,19.1,1197.0,85.8,Maruti,Swift Dzire VXI,1,0,1,0,0,0,0,0,1,1,0,0
1.45,2009.0,70962,18.9,998.0,67.1,Maruti,Wagon R VXI BSIII,1,0,1,0,0,0,0,0,1,1,0,0
2.25,2013.0,53000,21.1,814.0,55.2,Hyundai,EON D Lite Plus,1,0,1,0,0,0,0,0,1,1,0,0
10.75,2019.0,28000,24.2,1498.0,93.87,Maruti,Ertiga 1.5 ZDI Plus,1,0,1,0,0,1,0,0,0,1,0,0
9.4,2018.0,21094,18.0,1497.0,117.6,Honda,City i-VTEC CVT V,0,0,1,0,0,0,0,0,1,1,0,0
8.7,2019.0,22000,24.3,1248.0,88.5,Maruti,Vitara Brezza VDi AMT,0,0,1,0,0,1,0,0,0,1,0,0
4.8,2013.0,57593,24.52,1248.0,88.5,Maruti,Ertiga SHVS VDI Limited Edition,1,0,1,0,0,1,0,0,0,1,0,0
3.85,2011.0,130311,12.05,2179.0,120.0,Mahindra,Scorpio LX BS IV,1,0,0,1,0,1,0,0,0,1,0,0
1.85,2013.0,60000,22.74,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,0,1,0
4.1,2014.0,54159,18.5,1197.0,82.85,Hyundai,i20 Sportz 1.2,1,0,1,0,0,0,0,0,1,0,0,1
18.35,2019.0,8000,13.68,2393.0,147.51,Toyota,Innova Crysta 2016-2020 2.4 GX MT,1,0,1,0,0,1,0,0,0,1,0,0
2.45,2016.0,63530,15.37,1196.0,73.0,Maruti,Eeco 5 Seater AC BSIV,1,0,1,0,0,0,0,0,1,0,1,0
8.9,2008.0,56000,8.45,2979.0,321.0,BMW,7 Series 740Li Sedan,0,0,1,0,0,0,0,0,1,1,0,0
0.65,2005.0,68000,13.0,1493.0,100.0,Honda,City 1.5 EXI,1,0,1,0,0,0,0,0,1,0,1,0
6.99,2018.0,19000,19.56,1197.0,81.8,Maruti,Baleno Delta CVT,0,0,1,0,0,0,0,0,1,1,0,0
10.75,2016.0,56000,15.4,2179.0,120.0,Mahindra,Scorpio S10 7 Seater,1,0,1,0,0,1,0,0,0,1,0,0
3.25,2017.0,11000,23.95,998.0,67.05,Maruti,Alto K10 VXI,1,0,1,0,0,0,0,0,1,1,0,0
2.25,2013.0,31000,21.1,814.0,55.2,Hyundai,EON D Lite Plus,1,0,1,0,0,0,0,0,1,1,0,0
2.19,2010.0,62000,16.1,1298.0,88.2,Maruti,Swift VXI BSIII,1,0,1,0,0,0,0,0,1,1,0,0
19.75,2016.0,65000,19.16,2487.0,214.5,Toyota,Camry Hybrid 2.5,0,0,1,0,0,0,0,0,1,1,0,0
4.85,2017.0,30000,18.9,1197.0,81.86,Hyundai,Grand i10 Magna,1,0,1,0,0,0,0,0,1,1,0,0
10.0,2017.0,60000,15.4,1997.0,120.0,Mahindra,Scorpio 1.99 S10,1,0,1,0,0,1,0,0,0,0,1,0
6.35,2014.0,55000,26.0,1498.0,98.6,Honda,City i DTec VX,1,0,1,0,0,1,0,0,0,1,0,0
5.75,2011.0,98000,12.8,2494.0,102.0,Toyota,Innova 2.5 VX 7 STR BSIV,1,0,1,0,0,1,0,0,0,1,0,0
3.0,2013.0,25783,20.36,1197.0,78.9,Hyundai,i10 Magna,1,0,1,0,0,0,0,0,1,0,0,1
4.5,2014.0,71000,24.2,1498.0,98.6,Honda,Mobilio S i DTEC,1,0,1,0,0,1,0,0,0,1,0,0
11.5,2011.0,100000,16.55,1968.0,147.51,Audi,A4 2.0 TDI,0,0,1,0,0,1,0,0,0,1,0,0
4.65,2015.0,41000,16.47,1198.0,74.0,Volkswagen,Polo 1.2 MPI Comfortline,1,0,1,0,0,0,0,0,1,1,0,0
45.0,2019.0,18100,12.83,2179.0,147.5,Land,Rover Discovery Sport 2015-2020 TD4 SE 7S,0,0,1,0,0,1,0,0,0,1,0,0
35.75,2017.0,35800,12.83,1999.0,148.31,Land,Rover Discovery Sport TD4 SE,0,0,1,0,0,1,0,0,0,1,0,0
4.5,2013.0,50000,19.01,1461.0,108.45,Renault,Duster 110PS Diesel RxZ,1,0,1,0,0,1,0,0,0,0,1,0
6.0,2015.0,59000,23.65,1248.0,88.5,Maruti,SX4 S Cross DDiS 200 Alpha,1,0,1,0,0,1,0,0,0,1,0,0
5.29,2017.0,36732,24.0,1186.0,73.97,Hyundai,Grand i10 1.2 CRDi Asta,1,0,1,0,0,1,0,0,0,1,0,0
2.35,2012.0,73000,20.4,1248.0,91.7,Fiat,Linea Emotion (Diesel),1,0,1,0,0,1,0,0,0,1,0,0
4.5,2018.0,50000,24.0,1186.0,73.97,Hyundai,Grand i10 1.2 CRDi Magna,1,0,1,0,0,1,0,0,0,1,0,0
47.0,2017.0,28000,17.9,2143.0,201.15,Mercedes-Benz,GLE Class 250d,0,0,1,0,0,1,0,0,0,1,0,0
8.95,2016.0,30000,15.8,1591.0,121.3,Hyundai,Creta 1.6 SX Option,1,0,1,0,0,0,0,0,1,1,0,0
4.5,2016.0,61483,22.0,1197.0,81.8,Maruti,Swift Dzire LXI 1.2 BS IV,1,0,1,0,0,0,0,0,1,0,0,1
4.0,2017.0,26000,23.1,998.0,67.04,Maruti,Celerio ZXI Optional AMT BSIV,0,0,1,0,0,0,0,0,1,1,0,0
3.5,2011.0,40000,16.2,1599.0,103.2,Hyundai,Verna Transform SX VTVT,1,0,1,0,0,0,0,0,1,0,1,0
6.95,2015.0,52000,23.9,1582.0,126.2,Hyundai,Verna 1.6 CRDi SX,1,0,1,0,0,1,0,0,0,1,0,0
4.55,2017.0,42000,18.0,1198.0,86.7,Honda,Amaze EX i-Vtech,1,0,1,0,0,0,0,0,1,1,0,0
2.0,2014.0,70000,18.44,1198.0,75.0,Nissan,Micra XL,1,0,1,0,0,0,0,0,1,0,1,0
13.0,2016.0,82000,13.68,2393.0,147.8,Toyota,Innova Crysta 2016-2020 2.4 GX MT BSIV,1,0,1,0,0,1,0,0,0,1,0,0
12.75,2014.0,59000,17.11,1968.0,174.33,Audi,A4 2.0 TDI 177 Bhp Technology Edition,0,0,1,0,0,1,0,0,0,1,0,0
1.65,2011.0,89000,16.52,1991.0,123.7,Chevrolet,Optra Magnum 2.0 LT BS3,1,0,1,0,0,1,0,0,0,1,0,0
4.25,2015.0,73000,28.4,1248.0,74.0,Maruti,Swift DDiS VDI,1,0,1,0,0,1,0,0,0,1,0,0
6.0,2017.0,39500,21.4,1197.0,83.1,Maruti,Baleno Delta Automatic,0,0,1,0,0,0,0,0,1,1,0,0
7.9,2014.0,67000,14.28,1798.0,138.03,Toyota,Corolla Altis GL MT,1,0,1,0,0,0,0,0,1,1,0,0
13.5,2017.0,43000,14.28,1798.0,138.03,Toyota,Corolla Altis 1.8 VL CVT,0,0,1,0,0,0,0,0,1,1,0,0
10.5,2016.0,35000,19.67,1582.0,126.2,Hyundai,Creta 1.6 CRDi SX Plus,1,0,1,0,0,1,0,0,0,1,0,0
4.75,2014.0,43000,24.2,1498.0,98.6,Honda,Mobilio V Option i DTEC,1,0,1,0,0,1,0,0,0,1,0,0
14.95,2018.0,26000,14.28,1798.0,138.03,Toyota,Corolla Altis G AT,0,0,1,0,0,0,0,0,1,1,0,0
14.5,2017.0,27000,13.68,2393.0,147.51,Toyota,Innova Crysta 2016-2020 2.4 G MT,1,0,1,0,0,1,0,0,0,1,0,0
9.5,2018.0,28500,16.55,2498.0,105.0,Mahindra,Thar CRDe,1,0,1,0,0,1,0,0,0,0,1,0
2.6,2012.0,55329,20.36,1197.0,78.9,Hyundai,i10 Sportz,1,0,1,0,0,0,0,0,1,0,0,1
6.75,2013.0,80220,15.1,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,1,0,0
19.45,2019.0,34000,11.36,2755.0,171.5,Toyota,Innova Crysta 2016-2020 2.8 AT Touring Sport BSIV,0,0,1,0,0,1,0,0,0,1,0,0
9.85,2014.0,75000,14.8,2143.0,120.7,Mercedes-Benz,B Class B180 CDI,0,0,1,0,0,1,0,0,0,1,0,0
4.45,2012.0,69000,17.0,1497.0,118.0,Honda,City 1.5 E MT,1,0,1,0,0,0,0,0,1,1,0,0
3.5,2015.0,27599,19.81,1086.0,68.05,Hyundai,i10 Sportz 1.1L,1,0,1,0,0,0,0,0,1,0,0,1
6.31,2017.0,45000,28.09,1248.0,88.5,Maruti,Ciaz VDi Option SHVS,1,0,1,0,0,1,0,0,0,1,0,0
4.25,2017.0,35000,16.2,1199.0,74.0,Volkswagen,Polo 1.2 MPI Comfortline,1,0,1,0,0,0,0,0,1,1,0,0
5.75,2016.0,52000,19.87,1461.0,83.8,Renault,Duster 85PS Diesel RxL,1,0,1,0,0,1,0,0,0,1,0,0
4.75,2016.0,55034,18.49,1493.0,100.0,Mahindra,TUV 300 T4,1,0,1,0,0,1,0,0,0,1,0,0
3.7,2015.0,33000,23.1,998.0,67.04,Maruti,Celerio VXI,1,0,1,0,0,0,0,0,1,1,0,0
5.25,2013.0,49000,16.55,2498.0,105.0,Mahindra,Thar 4X4,1,0,1,0,0,1,0,0,0,1,0,0
13.0,2017.0,74000,16.0,2179.0,140.0,Mahindra,XUV500 W10 AWD,1,0,1,0,0,1,0,0,0,1,0,0
6.8,2017.0,24000,22.77,1498.0,98.59,Ford,Ecosport 2015-2021 1.5 TDCi Titanium BSIV,1,0,1,0,0,1,0,0,0,1,0,0
5.95,2016.0,67000,18.49,1493.0,100.0,Mahindra,TUV 300 T8,1,0,1,0,0,1,0,0,0,1,0,0
3.05,2013.0,48080,25.8,1498.0,98.6,Honda,Amaze EX i-Dtech,1,0,1,0,0,1,0,0,0,1,0,0
5.25,2012.0,67000,15.1,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,1,0,0
8.4,2017.0,24000,18.06,2523.0,63.0,Mahindra,Thar DI 4X4,1,0,1,0,0,1,0,0,0,1,0,0
4.0,2015.0,68000,25.8,1498.0,98.6,Honda,Amaze VX i-DTEC,1,0,1,0,0,1,0,0,0,1,0,0
3.75,2018.0,60000,19.83,1198.0,67.0,Datsun,GO Plus T Petrol,1,0,1,0,0,0,0,0,1,0,1,0
12.9,2013.0,51000,19.27,2143.0,167.62,Mercedes-Benz,C-Class C 220d Avantgarde Edition C,0,0,1,0,0,1,0,0,0,1,0,0
6.5,2016.0,68219,24.52,1248.0,88.5,Maruti,Ertiga SHVS ZDI Plus,1,0,1,0,0,1,0,0,0,1,0,0
3.0,2016.0,120000,20.51,998.0,67.04,Maruti,Wagon R VXI Optional,1,0,1,0,0,0,0,0,1,0,1,0
3.95,2014.0,64000,19.87,1461.0,83.8,Renault,Duster 85PS Diesel RxL,1,0,1,0,0,1,0,0,0,1,0,0
14.31,2014.0,48000,11.78,2143.0,167.62,Mercedes-Benz,C-Class C 220 CDI Grand Edition,0,0,1,0,0,1,0,0,0,1,0,0
4.75,2013.0,72000,25.47,1248.0,88.5,Maruti,Ertiga ZDI,1,0,1,0,0,1,0,0,0,1,0,0
5.1,2015.0,45000,18.9,1197.0,82.0,Hyundai,Grand i10 Asta Option AT,0,0,1,0,0,0,0,0,1,1,0,0
4.7,2014.0,43000,16.55,2498.0,105.0,Mahindra,Thar 4X4,1,0,1,0,0,1,0,0,0,0,1,0
7.0,2018.0,30000,28.4,1248.0,74.02,Maruti,Swift Dzire VDI,1,0,1,0,0,1,0,0,0,0,1,0
4.5,2016.0,57200,20.85,1197.0,83.14,Maruti,Swift Dzire LXI Option,1,0,1,0,0,0,0,0,1,1,0,0
2.99,2012.0,53000,21.9,1396.0,88.8,Hyundai,i20 Magna Optional 1.4 CRDi,1,0,1,0,0,1,0,0,0,1,0,0
8.75,2015.0,55000,16.0,2179.0,140.0,Mahindra,XUV500 W6 2WD,1,0,1,0,0,1,0,0,0,1,0,0
24.5,2017.0,69000,12.9,2755.0,174.5,Toyota,Fortuner 2016-2021 2.8 2WD AT,0,0,1,0,0,1,0,0,0,1,0,0
6.4,2019.0,3000,21.01,1197.0,81.8,Maruti,Baleno Delta,1,0,1,0,0,0,0,0,1,1,0,0
2.45,2011.0,60000,17.0,1197.0,80.0,Hyundai,i20 1.2 Sportz,1,0,1,0,0,0,0,0,1,1,0,0
3.0,2011.0,70000,20.0,1968.0,108.5,Skoda,Laura Elegance 2.0 TDI CR MT,1,0,1,0,0,1,0,0,0,0,1,0
3.0,2019.0,2500,22.7,799.0,53.64,Datsun,RediGO T Option,1,0,1,0,0,0,0,0,1,0,1,0
3.25,2016.0,35000,21.1,1248.0,73.9,Maruti,Ritz LDi,1,0,1,0,0,1,0,0,0,1,0,0
2.35,2014.0,62488,20.92,998.0,67.1,Maruti,Alto K10 2010-2014 VXI,1,0,1,0,0,0,0,0,1,0,0,1
5.65,2015.0,45000,20.73,1373.0,91.1,Maruti,Ciaz VXi,1,0,1,0,0,0,0,0,1,1,0,0
5.85,2014.0,70000,22.32,1582.0,126.32,Hyundai,Verna 1.6 SX CRDI (O) AT,0,0,1,0,0,1,0,0,0,1,0,0
2.65,2015.0,37000,15.37,1196.0,73.0,Maruti,Eeco 5 Seater AC BSIV,1,0,1,0,0,0,0,0,1,1,0,0
1.62,2013.0,82250,20.3,1476.3274007038713,5.0,Fiat,Punto 1.3 Active,1,0,1,0,0,1,0,0,0,1,0,0
4.6,2020.0,7640,21.79,998.0,67.05,Maruti,Wagon R LXI,1,0,1,0,0,0,0,0,1,0,0,1
5.1,2015.0,65000,21.4,1197.0,83.1,Maruti,Baleno Alpha 1.2,1,0,1,0,0,0,0,0,1,1,0,0
6.5,2018.0,12000,18.6,1197.0,81.83,Hyundai,i20 1.2 Spotz,1,0,1,0,0,0,0,0,1,1,0,0
17.0,2016.0,46000,10.75,2694.0,163.7,Toyota,Innova Crysta 2016-2020 2.7 ZX AT BSIV,0,0,1,0,0,0,0,0,1,1,0,0
9.15,2015.0,70000,16.0,2179.0,140.0,Mahindra,XUV500 W10 AWD,1,0,1,0,0,1,0,0,0,1,0,0
2.81,2011.0,68500,15.04,1598.0,103.6,Volkswagen,Vento Petrol Highline,1,0,1,0,0,0,0,0,1,1,0,0
6.25,2015.0,39000,17.01,1591.0,121.4,Hyundai,Verna 1.6 VTVT S Option,1,0,1,0,0,0,0,0,1,1,0,0
3.5,2014.0,62200,22.07,1199.0,73.9,Volkswagen,Polo Diesel Comfortline 1.2L,1,0,1,0,0,1,0,0,0,1,0,0
11.75,2017.0,34000,16.0,2179.0,140.0,Mahindra,XUV500 AT W6 2WD,0,0,1,0,0,1,0,0,0,1,0,0
2.6,2015.0,37000,15.37,1196.0,73.0,Maruti,Eeco 5 Seater AC BSIV,1,0,1,0,0,0,0,0,1,1,0,0
29.5,2016.0,25000,15.26,1798.0,187.74,Audi,A6 35 TFSI,0,0,1,0,0,0,0,0,1,1,0,0
22.0,2016.0,20000,13.7,1991.0,183.0,Mercedes-Benz,GLA Class 200 Sport,0,0,1,0,0,0,0,0,1,1,0,0
14.5,2017.0,63000,11.36,2755.0,171.5,Toyota,Innova Crysta 2016-2020 2.8 GX AT BSIV,0,0,1,0,0,1,0,0,0,1,0,0
6.99,2018.0,20000,19.0,1199.0,88.76,Honda,Amaze V CVT Petrol BSIV,0,0,1,0,0,0,0,0,1,1,0,0
4.0,2015.0,39000,20.4,1197.0,81.8,Maruti,Swift LXI Option,1,0,1,0,0,0,0,0,1,1,0,0
16.5,2019.0,28000,17.41,1956.0,167.68,MG,Hector Smart Diesel MT BSIV,1,0,1,0,0,1,0,0,0,1,0,0
2.65,2014.0,58000,21.1,814.0,55.2,Hyundai,EON Sportz,1,0,1,0,0,0,0,0,1,1,0,0
6.2,2018.0,15000,18.6,1197.0,81.83,Hyundai,i20 1.2 Magna Executive,1,0,1,0,0,0,0,0,1,1,0,0
22.5,2014.0,46000,14.74,2993.0,270.9,Jaguar,XF 3.0 Litre S Premium Luxury,0,0,1,0,0,1,0,0,0,1,0,0
15.49,2018.0,21000,14.28,1798.0,138.03,Toyota,Corolla Altis 1.8 G CVT,0,0,1,0,0,0,0,0,1,1,0,0
25.25,2017.0,38000,17.9,2143.0,134.1,Mercedes-Benz,CLA Urban Sport 200d,0,0,1,0,0,1,0,0,0,1,0,0
7.3,2017.0,17908,21.7,1498.0,98.96,Ford,Ecosport 2015-2021 1.5 Diesel Titanium,1,0,1,0,0,1,0,0,0,1,0,0
2.75,2010.0,120000,21.43,1364.0,87.2,Toyota,Corolla Altis Diesel D4DG,1,0,1,0,0,1,0,0,0,0,1,0
1.72,2011.0,57000,26.83,796.0,38.4,Maruti,Alto Green LXi (CNG),1,0,1,0,1,0,0,0,0,1,0,0
1.7,2008.0,66000,16.1,1197.0,85.0,Maruti,Swift LXi BSIV,1,0,1,0,0,0,0,0,1,1,0,0
4.8,2015.0,31000,22.54,1396.0,88.73,Hyundai,i20 2015-2017 Sportz 1.4 CRDi,1,0,1,0,0,1,0,0,0,1,0,0
3.99,2015.0,51000,19.1,1197.0,85.8,Maruti,Swift Dzire LXI Option,1,0,1,0,0,0,0,0,1,1,0,0
10.0,2012.0,81000,15.2,1968.0,140.8,Audi,A4 New 2.0 TDI Multitronic,0,0,1,0,0,1,0,0,0,0,1,0
10.0,2018.0,15000,24.3,1248.0,88.5,Maruti,Vitara Brezza ZDi Plus AMT,0,0,1,0,0,1,0,0,0,0,1,0
5.0,2016.0,10000,23.26,1197.0,88.5,Maruti,Dzire LXI,1,0,1,0,0,0,0,0,1,1,0,0
9.25,2015.0,53000,15.4,2179.0,120.0,Mahindra,Scorpio S10 8 Seater,1,0,0,1,0,1,0,0,0,1,0,0
1.7,2007.0,65000,22.0,1197.0,81.8,Maruti,Swift VXI BSIV,1,0,1,0,0,0,0,0,1,1,0,0
8.25,2016.0,69000,20.5,1582.0,126.2,Hyundai,Creta 1.6 E Plus Diesel,1,0,1,0,0,1,0,0,0,1,0,0
5.9,2015.0,70000,22.54,1396.0,88.73,Hyundai,i20 2015-2017 Asta Option 1.4 CRDi,1,0,1,0,0,1,0,0,0,1,0,0
6.8,2019.0,11000,21.01,1197.0,81.8,Maruti,Baleno Zeta,1,0,1,0,0,0,0,0,1,1,0,0
4.25,2014.0,49000,18.9,1197.0,82.0,Hyundai,Grand i10 AT Asta,0,0,1,0,0,0,0,0,1,1,0,0
29.0,2013.0,85000,15.15,2967.0,240.0,Porsche,Cayenne Diesel,0,0,1,0,0,1,0,0,0,1,0,0
7.8,2015.0,80000,15.1,2179.0,140.0,Mahindra,XUV500 W8 4WD,1,0,1,0,0,1,0,0,0,1,0,0
5.5,2015.0,50000,21.7,1498.0,98.96,Ford,Ecosport 2015-2021 1.5 Diesel Titanium,1,0,1,0,0,1,0,0,0,1,0,0
5.35,2017.0,47000,28.4,1248.0,74.0,Maruti,Swift DDiS VDI,1,0,1,0,0,1,0,0,0,1,0,0
6.0,2018.0,17000,18.3,1199.0,88.76,Honda,Amaze Exclusive Edition CVT Petrol,0,0,1,0,0,0,0,0,1,1,0,0
